DataSource,StationID,Year,StationID_Trend,LongitudeDD,LatitudeDD,stratum,designweight,weightcategory,station,state,status,comment,set,Basin,SubBasin,BayShed,BayPanel,EcoRegion,BioRegion,Panel,BioPanel,Order,BasinSize,StreamSizeCat,StreamSizeCatPhase,AREA_SQ_MILES,IR2008,IR2010,IR2012,IR2014,IR2016,IR2018,IR2020,DO,pH,SpCond,TN,TP,TDS,NH4,NO3,TKN,Ortho-P,Turb,TSS,Na,K,Cl,Sf,70331VFine,SSCCOARSE,SSCFINE,SSCTOTAL,LRBS,Slope,FN_PCT,SA_PCT,SA_FN_PCT,LSUB_DMM,BL_CB_GR_Embed_PCT,Embed_PCT,TotHab,TotTaxa,EPTTax,VEphem,VPTHydropsychidae,VScrap,VChiro,V2Dom,HBI,VHapto,EPTInd,VSCIVCPMI,MetalCCU,ARSENICppm,BERYLLIUMppm,CADMIUMppm,CHROMIUMppm,COPPERppm,LEADppm,MANGppm,NICKELppm,SILVERppm,ZINCppm,ANTIMONYppm,ALUMINUMppm,SELENIUMppm,IRONppm,MERCURYppm,THALLIUMppm,CALCIUM,MAGNESIUM,ARSENIC,BARIUM,BERYLLIUM,CADMIUM,CHROMIUM,COPPER,IRON,LEAD,MANGANESE,THALLIUM,NICKEL,SILVER,ZINC,ANTIMONY,ALUMINUM,SELENIUM,HARDNESS,MERCURY,Hg-C,YearSampled,NLCD,totalArea_sqMile,PWater,N_INDEX,PFOR,PWETL,PSHRB,PNG,PBAR,PTotBAR,U_INDEX,PURB,PMBAR,PAGT,PAGP,PAGC,S,H,Hprime,C,RNAT1,RFOR1,RWETL1,RSHRB1,RNG1,RBAR1,RTotBAR1,RHUM1,RURB1,RMBAR1,RAGT1,RAGP1,RAGC1,RNAT30,RFOR30,RWETL30,RSHRB30,RNG30,RBAR30,RTotBAR30,RHUM30,RURB30,RMBAR30,RAGT30,RAGP30,RAGC30,RNAT120,RFOR120,RWETL120,RSHRB120,RNG120,RBAR120,RTotBAR120,RHUM120,RURB120,RMBAR120,RAGT120,RAGP120,RAGC120,sqMileImp,wshdImpPCT,MunMajor,MunMinor,IndMajor,IndMinor,damcount,STRMLEN,STRMDENS,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshdPOP2000,POPDENS2000,wshdPOP2010,POPDENS2010,POPCHG2000_2010,RDLEN,RDLEN120,STXRD_CNT,RDDENS,pctRoadLengthInRiparian,STXRD
State ProbMon,6AGSS002.37,2018,6AGSS002.37,-82.28885525,37.3109561,1,947.6292,2,804,VA,TS,Target,1,Tennessee,Big Sandy,NonBay,NonBayPhase2,Central Appalachians,Mountain,Phase2,Phase4,2,2,Small,Phase2Small,6.373116422,1,1,1,1,1,1,2020,10.49,7.945,826,0.66,1.30E-02,464,0.02,0.515,0.1,1.20E-02,3.52,3,16.3,2.675,3.17,273,60,1.01,1.51,2.52,-0.408637867,0.72666666,1.904761905,24.76190476,26.66666667,1.151695976,67.27272727,55.09090909,132.5,15.5,6.5,6.82,15.45,21.82,21.82,55.91,4.62,72.28,47.5,55.93,0.3774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,34.1,0.2,30.4,0.2,0.2,0.43,0.82,29.2,0.2,246,0.02,4.11,0.02,2.74,0.08,8.51,0.54,290,0.3,NA,2018,2016,6.373116422,0,95.9319446,88.99007525,0,1.156069364,6.930963028,0.010906315,2.137637692,2.91198604,2.726578689,2.126731377,0.185407351,0.185407351,0,10,0.706179579,0.306689894,0.295125615,84.375,78.125,0,0,6.25,0,6.25,15.625,15.625,6.25,0,0,0,79.97557998,69.71916972,0,0,10.25641026,0,14.16361416,20.02442002,20.02442002,14.16361416,0,0,0,87.52166378,80.47371462,0,0.259965338,7.047949162,0,9.041016753,12.21837088,12.21837088,9.041016753,0,0,0,0.020912069,0.328171011,0,0,0,0,0,12103.89292,0.733285373,332,665,491.0086891,63.34676636,333,0,46.37293625,24.20229532,8.315871209,46.37293625,3509.85,1171.84,138.1831455,46.13545798,166.5980859,10.09294617,105.9879325,6.421025135,-36.3810623,41699.0157,20704.11896,11,6.637247135,49.65133735,0.908798523
State ProbMon,6BRAM002.32,2018,6BRAM002.32,-82.4846559,36.8966093,1,3790.5166,1,805,VA,TS,Target,1,Tennessee,Clinch-Powell,NonBay,NonBayPhase2,Central Appalachians,Mountain,Phase2,Phase4,1,1,Small,Phase2Small,0.777637288,1,1,1,1,1,1,2020,8.92,6.97,43.85,0.27,0.02,35,1.40E-02,0.04,0.25,0.01,12,14,2.54,0.764,4.23,5.03,63.2,5.57,9.58,15.1,-1.471432349,0.306666666,0,92.38095238,92.38095238,-0.248069996,5.454545455,99.45454545,96.5,19.5,10,5.93,37.9,1.37,39.24,57.53,4.12,49.83,48,61.37,1.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,1.69,0.2,15.3,0.2,0.2,0.3,0.31,131,0.2,32,0.02,0.73,0.02,0.62,0.02,16.5,0.4,13,0.8,NA,2018,2016,0.777637288,0,94.91752118,94.11502452,0,0,0.802496656,0,4.5920642,5.082478823,5.082478823,4.5920642,0,0,0,5,0.311692052,0.193665161,0.127840138,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,97.71812081,96.51006711,0,0,1.208053691,0,2.147651007,2.281879195,2.281879195,2.147651007,0,0,0,0.002286497,0.293357111,0,0,0,0,0,2603.710663,1.292752678,773,956,845.1869197,44.50656799,183,0.355126977,39.28961182,14.07159826,6.30361051,38.93448484,2392.26,1196.06,94.18351543,47.08900181,135.8502384,67.45018256,78.95766532,39.20279421,-41.87889087,5400.137907,1469.751034,1,2.199744454,27.21691666,0.384067252
State ProbMon,6CCMR004.65,2018,6CCMR004.65,-81.47754244,36.72157733,1,3790.5166,1,806,VA,TS,Target,1,Tennessee,Holston,NonBay,NonBayPhase2,Blue Ridge Mountains,Mountain,Phase2,Phase4,1,2,Small,Phase2Small,1.949019959,1,1,1,1,1,1,2020,10.045,7.4,48.8,0.145,1.20E-02,32,9.00E-03,0.08,0.1,0.01,2.03,4,5.705,0.578,10.4,2.27,37.1,2.72,1.61,4.33,-1.21E-02,2.934,0,14.28571429,14.28571429,2.169903302,50.90909091,29.27272727,173,17,11,25.46,20,30.91,5,36.82,3.76,87.28,62.5,75.49,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,0.987,0.2,14.4,0.2,0.1,0.2,0.2,10,0.1,0.65,0.01,0.2,0.02,0.3,0.01,5.72,0.3,8,0.4,NA,2018,2016,1.949019959,0,88.79586747,88.67117919,0,0.659066619,0.124688279,0,4.862842893,10.54506591,4.880655504,4.862842893,5.664410403,5.664410403,0,8,1.037067579,0.498724084,0.560780602,92.30769231,92.30769231,0,0,0,0,0,7.692307692,0,0,7.692307692,7.692307692,0,91.22137405,91.22137405,0,0,0,0,3.816793893,8.778625954,3.816793893,3.816793893,4.961832061,4.961832061,0,86.01851852,86.01851852,0,0.462962963,0,0,6.759259259,13.51851852,6.759259259,6.759259259,6.759259259,6.759259259,0,0.001810433,0.092803705,0,0,0,0,0,3878.175422,0.768264852,885,1297,1073.488207,78.57556662,412,0.355126977,41.72073746,15.41990994,7.993828067,41.36561048,1320.95,1320.95,52.0059336,52.0059336,60.72869807,12.03032848,3.251651562,0.64415075,-94.64560963,18103.02448,4374.591876,5,4.495662882,24.16497796,1.289266074
State ProbMon,6CLIB005.31,2018,6CLIB005.31,-81.44306786,36.99134701,1,541.5024,3,807,VA,TS,Target,1,Tennessee,Holston,NonBay,NonBayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase4,3,3,Medium,Phase2Medium,21.63726793,1,1,1,1,1,1,2020,9.04,7.205,45,0.145,0.01,30,0.01,4.50E-02,0.1,0.01,3.84,2,0.565,0.646,0.43,4.82,76.5,0.37,1.21,1.58,0.903262012,0.543181818,1.904761905,6.666666667,8.571428571,2.354485948,52.72727273,14.81818182,160.5,14.5,8.5,50.46,20,14.09,9.09,42.28,3.48,76.36,84.5,72.26,0.7183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.896,0.2,17,0.2,0.1,0.2,0.2,42.4,0.1,7.12,0.01,0.98,0.02,1.47,0.01,11.1,0.3,9,0.7,NA,2018,2016,21.63726793,0.024086712,97.11762344,95.81694099,0.507426736,0.491368928,1.289441991,0,1.40505821,1.870734645,1.422721798,1.40505821,0.448012846,0.448012846,0,12,0.936017653,0.376681214,0.49296146,82.4742268,81.44329897,9.278350515,1.030927835,0,0,7.216494845,8.24742268,7.216494845,7.216494845,1.030927835,1.030927835,0,83.35282651,83.07992203,8.966861598,0.194931774,0.116959064,0,5.575048733,7.407407407,5.614035088,5.575048733,1.79337232,1.79337232,0,89.0736342,88.43705463,3.942992874,0.237529691,0.570071259,0,4.532066508,6.669833729,4.617577197,4.532066508,2.052256532,2.052256532,0,0.007860269,0.036322762,0,0,0,0,0,37708.61439,0.672880516,658,1344,871.7088745,133.1226601,686,0,48.04720688,16.61395578,7.487863293,48.04720688,7534.39,1065.69,296.6296877,41.95632187,278.5913325,4.971242849,70.06388195,1.250234776,-74.85065981,36594.61547,16719.50476,15,1.762647294,45.68842859,0.39778709
State ProbMon,9-BVR001.70,2018,9-BVR001.70,-80.38341518,36.95938538,1,947.6292,2,808,VA,TS,Target,1,New,New,NonBay,NonBayPhase2,Blue Ridge Mountains,Mountain,Phase2,Phase4,2,2,Small,Phase2Small,7.361360695,1,1,1,1,1,1,2020,10.24,7.9,61.25,0.55,2.50E-02,45,1.50E-02,0.39,0.15,0.01,0.97,1,2.805,1.16,4.45,2.85,44.4,0.96,0.77,1.73,-0.457293541,0.73125,4.761904762,38.0952381,42.85714286,1.130838387,34.54545455,43.63636364,123,15.5,7,25,2.7,19.09,25.91,58.18,5.08,63.64,58,53.31,0.9186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,1.61,0.2,14.2,0.2,0.2,0.3,0.2,56.5,0.2,5.64,0.02,0.2,0.02,0.4,0.02,14.8,0.4,15,0.3,NA,2018,2016,7.361360695,0.028305892,66.72642355,62.97117517,0.25947068,1.632306458,3.528801245,0,4.245883851,31.57994056,4.665754588,4.245883851,26.91418597,26.57923291,0.334953059,14,1.61896652,0.613463945,0.7547031,58,52,6,0,2,0,6,40,6,6,34,34,0,64.43478261,60,3.739130435,0.782608696,1.304347826,0,5.47826087,34.17391304,6.086956522,5.47826087,28.08695652,26.7826087,1.304347826,60.09892828,56.20362737,1.154163232,2.061005771,2.885408079,0,8.285243199,37.69579555,9.089035449,8.285243199,28.6067601,28.09150866,0.515251443,0.022138715,0.3005614,0,0,0,0,0,16837.84662,0.883137351,667,1029,784.8294088,51.47263819,362,0,54.67967224,9.380240278,5.051238764,54.67967224,2143.81,1066.57,84.40201408,41.99096756,270.1657032,14.17006751,417.9251789,21.9199844,54.6921663,68068.66686,24952.42251,31,5.71155993,36.65772177,1.841090532
State ProbMon,9-LRR012.30,2018,9-LRR012.30_2018,-81.4593,37.2569,1,3790.5166,1,809,VA,TS,Target,1,New,New,NonBay,NonBayPhase2,Central Appalachians,Mountain,Phase2,Phase4,1,2,Small,Phase2Small,1.577086961,1,1,1,1,1,1,2020,10.95,7.79,494.65,0.14,0.01,163,1.40E-02,4.50E-02,0.1,7.00E-03,3.41,5,2.185,1.465,0.62,60.1,34,3.23,1.66,4.9,-1.635984687,0.25,29.52380952,63.80952381,93.33333333,-0.904118836,1.818181818,96,101,14.5,5.5,1.82,20,5.46,16.36,57.27,4.85,72.73,50,50.85,0.4572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,12.8,0.2,35.3,0.2,0.2,0.3,0.42,146,0.2,46.4,0.02,0.2,0.02,1.7,0.03,23.4,0.4,126,0.4,NA,2018,2016,1.577086961,0.24218406,96.91765742,95.39850286,0,1.078819903,1.519154557,0,1.034786438,1.761338617,1.629238221,1.034786438,0.132100396,0.132100396,0,10,0.765502398,0.332453467,0.341107247,88.88888889,88.88888889,0,0,0,0,0,0,0,0,0,0,0,88.76404494,86.51685393,0,0,2.247191011,0,4.494382022,8.988764045,8.988764045,4.494382022,0,0,0,93.16353887,89.9463807,0,1.072386059,3.217158177,0,2.949061662,5.227882038,5.09383378,2.949061662,0.134048257,0.134048257,0,0.004680717,0.29656539,0,0,0,0,0,2597.331149,0.63587461,780,930,844.4141289,33.24093923,150,0,41.09741592,13.94154976,7.129672893,41.09741592,1044.19,1020.98,41.10986472,40.1960847,74.13436094,18.14946002,27.18353609,6.655031423,-63.3320693,11659.44578,2425.155612,5,3.633285816,20.79992187,1.925052954
State ProbMon,9-LRY011.64,2018,9-LRY011.64,-80.51804608,37.3954493,1,3790.5166,1,810,VA,TS,Target,1,New,New,NonBay,NonBayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase4,1,2,Small,Phase2Small,2.398804241,1,1,1,1,1,1,2020,9.145,7.37,23.7,9.50E-02,3.00E-03,15,9.00E-03,4.50E-02,6.50E-02,7.00E-03,1.75,2,0.163,0.176,0.26,1.92,47.6,1.28,1.16,2.44,-7.81E-02,3.2625,0,4.761904762,4.761904762,1.971927258,94.54545455,15.45454545,194.5,19,13.5,39.09,32.75,15.46,6.37,34.09,3.59,88.19,89.5,81.13,0.8084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.747,0.2,9.75,0.2,0.1,0.2,0.2,18.5,0.1,4.35,0.01,0.37,0.02,0.91,0.01,41.5,0.3,8,0.9,NA,2018,2016,2.398804241,0,87.4583635,87.4583635,0,10.44170891,0,0,2.07096307,2.099927589,2.099927589,2.07096307,0,0,0,6,0.997105034,0.556494915,0.518992953,100,100,0,0,0,0,0,0,0,0,0,0,0,98.74213836,98.74213836,0,0,0,0,1.257861635,1.257861635,1.257861635,1.257861635,0,0,0,96.53614458,96.53614458,0,1.355421687,0,0,1.957831325,2.108433735,2.108433735,1.957831325,0,0,0,0.001869507,0.077914555,0,0,0,0,0,2308.020639,0.371487908,1032,1258,1159.050052,52.76439732,226,0,26.38908958,7.665687946,3.48588741,26.38908958,4444.56,1069.81,174.9827717,42.11852668,57.58890574,9.269233449,4.357020846,0.701285132,-92.43427047,10321.97171,1024.288635,3,1.710979246,9.923381544,1.299815066
State ProbMon,9-LWK013.93,2018,9-LWK013.93,-80.87950428,37.11338521,1,541.5024,3,811,VA,TS,Target,1,New,New,NonBay,NonBayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase4,3,3,Medium,Phase2Medium,38.54637768,1,1,1,1,1,1,2020,8.35,6.71,48.2,0.13,0.01,27,0.01,0.06,0.1,0.01,1.7,1,2.48,0.736,3.5,6.87,45.2,1.55,1.28,2.82,-9.85E-02,0.63,0.952380952,19.04761905,20,1.563507208,60,32.90909091,174,15,5,38.18,10.9,22.73,4.55,40,4.29,79.09,60,64.59,0.7885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,1.54,0.2,29.7,0.2,0.1,0.2,0.34,33.7,0.1,8.07,0.01,1,0.02,2.7,0.02,8.42,0.3,15,0.4,NA,2018,2016,38.54637768,0.000901583,88.58325219,84.32056692,0.031555411,1.41187926,4.237440946,0.008114249,2.290922861,9.989541635,2.537956652,2.282808612,7.451584983,7.451584983,0,13,1.398904745,0.545392735,0.680999722,64.23076923,63.07692308,0.769230769,0,0.384615385,0,3.846153846,35.76923077,3.846153846,3.846153846,31.92307692,31.92307692,0,70.39542926,68.63629529,0.330777327,0.180423996,1.593745301,0,4.585776575,29.25875808,5.232295895,4.585776575,24.02646219,24.02646219,0,68.57802983,66.16607155,0.171532591,0.1505286,2.338444304,0,5.39452496,31.16292095,6.056150669,5.39452496,25.10677029,25.10677029,0,0.06863662,0.17808071,0,0,0,0,0,96907.30757,0.970672569,615,1217,836.13197,136.698547,602,0,45.65207291,13.00719617,6.322453397,45.65207291,10915.46,965.84,429.7427517,38.02521738,1012.085963,10.13756451,326.8252482,3.273646862,-67.70775801,177611.2993,113246.8317,124,4.405136916,63.76105134,1.279573266
State ProbMon,9-SRT000.12,2018,9-SRT000.12,-80.86793201,36.87059996,1,541.5024,3,812,VA,TS,Target,1,New,New,NonBay,NonBayPhase2,Central Appalachian Ridges and Valleys,Mountain,Phase2,Phase4,3,3,Medium,Phase2Medium,20.21885192,1,1,1,1,1,1,2020,9.855,7.83,231.45,1.34,0.05,112,3.50E-02,1.025,0.45,2.50E-02,25.6,23,12.25,2.375,23.8,8.33,90,1.91,17.2,19.1,-0.733626326,1.20833333,10.47619048,0,10.47619048,1.656448343,83.63636364,56.27272727,141.5,14,7.5,11.82,25,2.73,21.82,56.82,4.7,73.64,52.5,54.08,0.4172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,8.07,0.27,24.6,0.2,0.1,0.65,0.78,24.3,0.1,36.2,0.01,0.27,0.02,0.45,0.04,12.1,0.3,72,0.7,NA,2018,2016,20.21885192,0.012031626,58.18494328,54.35544861,0.008594019,1.579580612,3.654176693,0.16672396,5.295634239,40.22344448,7.133035407,5.128910278,33.09040908,33.09040908,0,13,1.575624143,0.614290547,0.746701594,54.20560748,51.40186916,0,0.934579439,2.803738318,0,4.672897196,44.85981308,6.542056075,4.672897196,38.31775701,38.31775701,0,56.44987424,54.04240029,0.143729788,0.826446281,1.868487244,0.395256917,6.575637801,42.72367948,9.414301114,6.180380884,33.30937837,33.30937837,0,55.35698869,51.62738496,0.04316671,1.036001036,3.306569973,0.379867047,8.357075024,43.51204351,11.55141155,7.977207977,31.96063196,31.96063196,0,0.202911004,1.003661052,0,0,0,0,0,41155.747,0.785911781,578,936,728.7757097,66.92636612,358,0,42.44895554,10.88466317,6.824569351,42.44895554,6937.94,953.65,273.1473916,37.54529587,1295.214147,24.73346084,1391.478575,26.57173019,7.432317545,219179.4352,65128.3284,63,6.248761949,29.71461641,1.530770417
State ProbMon,9-WTK000.97,2018,9-WTK000.97,-80.646447,36.96819064,1,3790.5166,1,813,VA,TS,Target,1,New,New,NonBay,NonBayPhase2,Blue Ridge Mountains,Mountain,Phase2,Phase4,1,2,Small,Phase2Small,1.292341865,1,1,1,1,1,1,2020,9.065,5.81,14.55,0.11,7.00E-03,12,9.00E-03,0.04,0.115,0.01,1.45,4,0.582,0.965,0.53,2.24,61.5,0.49,0.79,1.28,-0.133788713,4.136,0,3,3,2.056061407,81.81818182,16.36363636,188.5,18,11.5,13.64,40.95,6.37,14.55,38.64,3.49,77.28,76,73.3,0.6884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.406,0.2,16.6,0.2,0.1,0.2,0.2,20.5,0.1,1.02,0.01,0.42,0.02,0.96,0.01,22.1,0.3,3,0.8,NA,2018,2016,1.292341865,0,96.72131148,96.5600645,0,0,0.161246977,0,3.251814028,3.278688525,3.278688525,3.251814028,0,0,0,5,0.7514771,0.466918975,0.461664553,100,100,0,0,0,0,0,0,0,0,0,0,0,98.5645933,98.5645933,0,0,0,0,1.435406699,1.435406699,1.435406699,1.435406699,0,0,0,92.55813953,92.55813953,0,0,0,0,7.441860465,7.441860465,7.441860465,7.441860465,0,0,0,0.000552512,0.042730449,0,0,0,0,0,3035.139969,0.906778287,734,989,855.932587,51.61084423,255,0,32.3824501,12.85629286,5.901344093,32.3824501,2986.77,981.13,117.5894336,38.62718621,32.1022009,9.590852161,0,0,-100,599.8957483,89.90884097,0,0.116421027,14.98741093,0
